Date,Open,High,Low,Close,Adj Close,Volume
1988-05-31,253.440002,262.160004,253.419998,262.160004,262.160004,247610000
1988-06-01,262.160004,267.429993,262.100006,266.690002,266.690002,234560000
1988-06-02,266.649994,266.709991,264.119995,265.329987,265.329987,193540000
1988-06-03,265.339996,267.109985,264.420013,266.450012,266.450012,189600000
1988-06-06,266.459991,267.049988,264.970001,267.049988,267.049988,152460000
1988-06-07,267.019989,267.279999,264.500000,265.170013,265.170013,168710000
1988-06-08,265.320007,272.010010,265.170013,271.519989,271.519989,310030000
1988-06-09,271.500000,272.290009,270.190002,270.200012,270.200012,235160000
1988-06-10,270.220001,273.209991,270.200012,271.260010,271.260010,155710000
1988-06-13,271.279999,271.940002,270.529999,271.429993,271.429993,125310000
1988-06-14,271.579987,276.140015,271.440002,274.299988,274.299988,227150000
1988-06-15,274.290009,274.450012,272.750000,274.450012,274.450012,150260000
1988-06-16,274.440002,274.450012,268.760010,269.769989,269.769989,161550000
1988-06-17,269.790009,270.769989,268.089996,270.679993,270.679993,343920000
1988-06-20,270.670013,270.679993,268.589996,268.940002,268.940002,116750000
1988-06-21,268.950012,271.670013,267.519989,271.670013,271.670013,155060000
1988-06-22,271.690002,276.880005,271.670013,275.660004,275.660004,217510000
1988-06-23,275.619995,275.890015,274.260010,274.820007,274.820007,185770000
1988-06-24,274.809998,275.190002,273.529999,273.779999,273.779999,179880000
1988-06-27,273.779999,273.790009,268.850006,269.059998,269.059998,264410000
1988-06-28,269.070007,272.799988,269.059998,272.309998,272.309998,152370000
1988-06-29,272.320007,273.010010,269.489990,270.980011,270.980011,159590000
1988-06-30,271.000000,273.510010,270.970001,273.500000,273.500000,227410000
1988-07-01,273.500000,273.799988,270.779999,271.779999,271.779999,238330000
1988-07-05,271.779999,275.809998,270.510010,275.809998,275.809998,171790000
1988-07-06,275.799988,276.359985,269.920013,272.019989,272.019989,189630000
1988-07-07,272.000000,272.049988,269.309998,271.779999,271.779999,156100000
1988-07-08,271.760010,272.309998,269.859985,270.019989,270.019989,136070000
1988-07-11,270.029999,271.640015,270.019989,270.549988,270.549988,123300000
1988-07-12,270.540009,270.700012,266.959991,267.850006,267.850006,161650000
1988-07-13,267.869995,269.459991,266.119995,269.320007,269.320007,218930000
1988-07-14,269.329987,270.690002,268.579987,270.260010,270.260010,172410000
1988-07-15,270.230011,272.059998,269.529999,272.049988,272.049988,199710000
1988-07-18,271.989990,272.049988,268.660004,270.510010,270.510010,156210000
1988-07-19,270.489990,271.209991,267.010010,268.470001,268.470001,144110000
1988-07-20,268.519989,270.239990,268.470001,270.000000,270.000000,151990000
1988-07-21,269.989990,270.000000,266.660004,266.660004,266.660004,149460000
1988-07-22,266.649994,266.660004,263.290009,263.500000,263.500000,148880000
1988-07-25,263.489990,265.170013,263.029999,264.679993,264.679993,215140000
1988-07-26,264.700012,266.089996,264.320007,265.190002,265.190002,121960000
1988-07-27,265.179993,265.829987,262.480011,262.500000,262.500000,135890000
1988-07-28,262.519989,266.549988,262.500000,266.019989,266.019989,154570000
1988-07-29,266.040009,272.019989,266.019989,272.019989,272.019989,192340000
1988-08-01,272.029999,272.799988,271.209991,272.209991,272.209991,138170000
1988-08-02,272.190002,273.679993,270.369995,272.059998,272.059998,166660000
1988-08-03,272.029999,273.420013,271.149994,272.980011,272.980011,203590000
1988-08-04,273.000000,274.200012,271.769989,271.929993,271.929993,157240000
1988-08-05,271.700012,271.929993,270.079987,271.149994,271.149994,113400000
1988-08-08,271.130005,272.470001,269.929993,269.980011,269.980011,148800000
1988-08-09,270.000000,270.200012,265.059998,266.489990,266.489990,200710000
1988-08-10,266.429993,266.489990,261.029999,261.899994,261.899994,200950000
1988-08-11,261.920013,262.769989,260.339996,262.750000,262.750000,173000000
1988-08-12,262.700012,262.940002,261.369995,262.549988,262.549988,176960000
1988-08-15,262.489990,262.549988,258.679993,258.690002,258.690002,128560000
1988-08-16,258.679993,262.609985,257.500000,260.559998,260.559998,162790000
1988-08-17,260.570007,261.839996,259.329987,260.769989,260.769989,169500000
1988-08-18,260.760010,262.760010,260.750000,261.029999,261.029999,139820000
1988-08-19,261.049988,262.269989,260.230011,260.239990,260.239990,122370000
1988-08-22,260.239990,260.709991,256.940002,256.980011,256.980011,122250000
1988-08-23,256.989990,257.859985,256.529999,257.089996,257.089996,119540000
1988-08-24,257.160004,261.130005,257.089996,261.130005,261.130005,127800000
1988-08-25,261.100006,261.130005,257.559998,259.179993,259.179993,127640000
1988-08-26,259.179993,260.149994,258.869995,259.679993,259.679993,89240000
1988-08-29,259.679993,262.559998,259.679993,262.329987,262.329987,99280000
1988-08-30,262.329987,263.179993,261.529999,262.510010,262.510010,108720000
1988-08-31,262.510010,263.799988,261.209991,261.519989,261.519989,130480000
1988-09-01,261.519989,261.519989,256.980011,258.350006,258.350006,144090000
1988-09-02,258.350006,264.899994,258.350006,264.480011,264.480011,159840000
1988-09-06,264.420013,265.940002,264.399994,265.589996,265.589996,122250000
1988-09-07,265.619995,266.980011,264.929993,265.869995,265.869995,139590000
1988-09-08,265.869995,266.540009,264.880005,265.880005,265.880005,149380000
1988-09-09,265.880005,268.260010,263.660004,266.839996,266.839996,141540000
1988-09-12,266.850006,267.640015,266.220001,266.470001,266.470001,114880000
1988-09-13,266.450012,267.429993,265.220001,267.429993,267.429993,162490000
1988-09-14,267.500000,269.470001,267.410004,269.309998,269.309998,177220000
1988-09-15,269.299988,269.779999,268.029999,268.130005,268.130005,161210000
1988-09-16,268.130005,270.809998,267.329987,270.649994,270.649994,211110000
1988-09-19,270.640015,270.649994,267.410004,268.820007,268.820007,135770000
1988-09-20,268.829987,270.070007,268.500000,269.730011,269.730011,142220000
1988-09-21,269.760010,270.640015,269.480011,270.160004,270.160004,127400000
1988-09-22,270.190002,270.579987,268.260010,269.179993,269.179993,150670000
1988-09-23,269.160004,270.309998,268.279999,269.760010,269.760010,145100000
1988-09-26,269.769989,269.799988,268.609985,268.880005,268.880005,116420000
1988-09-27,268.890015,269.359985,268.010010,268.260010,268.260010,113010000
1988-09-28,268.220001,269.079987,267.769989,269.079987,269.079987,113720000
1988-09-29,269.089996,273.019989,269.079987,272.589996,272.589996,155790000
1988-09-30,272.549988,274.869995,271.660004,271.910004,271.910004,175750000
1988-10-03,271.890015,271.910004,268.839996,271.380005,271.380005,130380000
1988-10-04,271.369995,271.790009,270.339996,270.619995,270.619995,157760000
1988-10-05,270.630005,272.450012,270.079987,271.859985,271.859985,175130000
1988-10-06,271.869995,272.390015,271.299988,272.390015,272.390015,153570000
1988-10-07,272.380005,278.070007,272.369995,278.070007,278.070007,216390000
1988-10-10,278.059998,278.690002,277.100006,278.239990,278.239990,124660000
1988-10-11,278.149994,278.239990,276.329987,277.929993,277.929993,140900000
1988-10-12,277.910004,277.929993,273.049988,273.980011,273.980011,154840000
1988-10-13,273.950012,275.829987,273.390015,275.220001,275.220001,154530000
1988-10-14,275.269989,277.010010,274.079987,275.500000,275.500000,160240000
1988-10-17,275.480011,276.649994,275.010010,276.410004,276.410004,119290000
1988-10-18,276.429993,279.390015,276.410004,279.380005,279.380005,162500000
1988-10-19,279.399994,280.529999,274.410004,276.970001,276.970001,186350000
1988-10-20,276.970001,282.880005,276.929993,282.880005,282.880005,189580000
1988-10-21,282.880005,283.660004,281.160004,283.660004,283.660004,195410000
1988-10-24,283.630005,283.950012,282.279999,282.279999,282.279999,170590000
1988-10-25,282.279999,282.839996,281.869995,282.380005,282.380005,155190000
1988-10-26,282.369995,282.519989,280.540009,281.380005,281.380005,181550000
1988-10-27,281.350006,281.380005,276.000000,277.279999,277.279999,196540000
1988-10-28,277.290009,279.480011,277.279999,278.529999,278.529999,146300000
1988-10-31,278.540009,279.390015,277.140015,278.970001,278.970001,143460000
1988-11-01,278.970001,279.570007,278.010010,279.059998,279.059998,151250000
1988-11-02,279.070007,279.450012,277.079987,279.059998,279.059998,161300000
1988-11-03,279.040009,280.369995,279.040009,279.200012,279.200012,152980000
1988-11-04,279.109985,279.200012,276.309998,276.309998,276.309998,143580000
1988-11-07,276.299988,276.309998,273.619995,273.929993,273.929993,133870000
1988-11-08,273.950012,275.799988,273.929993,275.149994,275.149994,141660000
1988-11-09,275.140015,275.149994,272.149994,273.329987,273.329987,153140000
1988-11-10,273.320007,274.369995,272.980011,273.690002,273.690002,128920000
1988-11-11,273.649994,273.690002,267.920013,267.920013,267.920013,135500000
1988-11-14,267.929993,269.250000,266.790009,267.720001,267.720001,142900000
1988-11-15,267.730011,268.750000,267.720001,268.339996,268.339996,115170000
1988-11-16,268.410004,268.410004,262.850006,263.820007,263.820007,161710000
1988-11-17,264.609985,265.630005,263.450012,264.600006,264.600006,141280000
1988-11-18,264.600006,266.619995,264.600006,266.470001,266.470001,119320000
1988-11-21,266.350006,266.470001,263.410004,266.220001,266.220001,120430000
1988-11-22,266.190002,267.850006,265.420013,267.209991,267.209991,127000000
1988-11-23,267.220001,269.559998,267.209991,269.000000,269.000000,112010000
1988-11-25,268.989990,269.000000,266.470001,267.230011,267.230011,72090000
1988-11-28,267.220001,268.980011,266.970001,268.640015,268.640015,123480000
1988-11-29,268.600006,271.309998,268.130005,270.910004,270.910004,127420000
1988-11-30,270.910004,274.359985,270.899994,273.700012,273.700012,157810000
1988-12-01,273.679993,273.700012,272.269989,272.489990,272.489990,129380000
1988-12-02,272.489990,272.489990,270.470001,271.809998,271.809998,124610000
1988-12-05,274.929993,275.619995,271.809998,274.929993,274.929993,144660000
1988-12-06,274.929993,277.890015,274.619995,277.589996,277.589996,158340000
1988-12-07,277.589996,279.010010,277.339996,278.130005,278.130005,148360000
1988-12-08,278.130005,278.130005,276.549988,276.589996,276.589996,124150000
1988-12-09,276.570007,277.820007,276.339996,277.029999,277.029999,133770000
1988-12-12,277.029999,278.820007,276.519989,276.519989,276.519989,124160000
1988-12-13,276.519989,276.519989,274.579987,276.309998,276.309998,132340000
1988-12-14,276.309998,276.309998,274.579987,275.309998,275.309998,132350000
1988-12-15,275.320007,275.619995,274.010010,274.279999,274.279999,136820000
1988-12-16,274.279999,276.290009,274.279999,276.290009,276.290009,196480000
1988-12-19,276.290009,279.309998,275.609985,278.910004,278.910004,162250000
1988-12-20,278.910004,280.450012,277.470001,277.470001,277.470001,161090000
1988-12-21,277.470001,277.829987,276.299988,277.380005,277.380005,147250000
1988-12-22,277.380005,277.890015,276.859985,276.869995,276.869995,150510000
1988-12-23,276.869995,277.989990,276.869995,277.869995,277.869995,81760000
1988-12-27,277.869995,278.089996,276.739990,276.829987,276.829987,87490000
1988-12-28,276.829987,277.549988,276.170013,277.079987,277.079987,110630000
1988-12-29,277.079987,279.420013,277.079987,279.399994,279.399994,131290000
1988-12-30,279.390015,279.779999,277.720001,277.720001,277.720001,127210000
1989-01-03,277.720001,277.720001,273.809998,275.309998,275.309998,128500000
1989-01-04,275.309998,279.750000,275.309998,279.429993,279.429993,149700000
1989-01-05,279.429993,281.510010,279.429993,280.010010,280.010010,174040000
1989-01-06,280.010010,282.059998,280.010010,280.670013,280.670013,161330000
1989-01-09,280.670013,281.890015,280.320007,280.980011,280.980011,163180000
1989-01-10,280.980011,281.579987,279.440002,280.380005,280.380005,140420000
1989-01-11,280.380005,282.010010,280.209991,282.010010,282.010010,148950000
1989-01-12,282.010010,284.630005,282.010010,283.170013,283.170013,183000000
1989-01-13,283.170013,284.119995,282.709991,283.869995,283.869995,132320000
1989-01-16,283.869995,284.880005,283.630005,284.140015,284.140015,117380000
1989-01-17,284.140015,284.140015,283.059998,283.549988,283.549988,143930000
1989-01-18,283.549988,286.869995,282.649994,286.529999,286.529999,187450000
1989-01-19,286.529999,287.899994,286.140015,286.910004,286.910004,192030000
1989-01-20,286.899994,287.040009,285.750000,286.630005,286.630005,166120000
1989-01-23,287.850006,287.980011,284.500000,284.500000,284.500000,141640000
1989-01-24,284.500000,288.489990,284.500000,288.489990,288.489990,189620000
1989-01-25,288.489990,289.149994,287.970001,289.140015,289.140015,183610000
1989-01-26,289.140015,292.619995,288.130005,291.690002,291.690002,212250000
1989-01-27,291.690002,296.079987,291.690002,293.820007,293.820007,254870000
1989-01-30,293.820007,295.130005,293.540009,294.989990,294.989990,167830000
1989-01-31,294.989990,297.510010,293.570007,297.470001,297.470001,194050000
1989-02-01,297.470001,298.329987,296.220001,297.089996,297.089996,215640000
1989-02-02,297.089996,297.920013,295.809998,296.839996,296.839996,183430000
1989-02-03,296.839996,297.660004,296.149994,296.970001,296.970001,172980000
1989-02-06,296.970001,296.989990,294.959991,296.040009,296.040009,150980000
1989-02-07,296.040009,300.339996,295.779999,299.630005,299.630005,217260000
1989-02-08,299.619995,300.570007,298.410004,298.649994,298.649994,189420000
1989-02-09,298.649994,298.790009,295.160004,296.059998,296.059998,224220000
1989-02-10,296.059998,296.059998,291.959991,292.019989,292.019989,173560000
1989-02-13,292.019989,293.070007,290.880005,292.540009,292.540009,143520000
1989-02-14,292.540009,294.369995,291.410004,291.809998,291.809998,150610000
1989-02-15,291.809998,294.420013,291.489990,294.239990,294.239990,154220000
1989-02-16,294.239990,295.149994,294.220001,294.809998,294.809998,177450000
1989-02-17,294.809998,297.119995,294.690002,296.760010,296.760010,159520000
1989-02-21,296.760010,297.040009,295.160004,295.980011,295.980011,141950000
1989-02-22,295.980011,295.980011,290.760010,290.910004,290.910004,163140000
1989-02-23,290.910004,292.049988,289.829987,292.049988,292.049988,150370000
1989-02-24,292.049988,292.049988,287.130005,287.130005,287.130005,160680000
1989-02-27,287.130005,288.119995,286.260010,287.820007,287.820007,139900000
1989-02-28,287.820007,289.420013,287.630005,288.859985,288.859985,147430000
1989-03-01,288.859985,290.279999,286.459991,287.109985,287.109985,177210000
1989-03-02,287.109985,290.320007,287.109985,289.950012,289.950012,161980000
1989-03-03,289.940002,291.179993,289.440002,291.179993,291.179993,151790000
1989-03-06,291.200012,294.809998,291.179993,294.809998,294.809998,168880000
1989-03-07,294.809998,295.160004,293.500000,293.869995,293.869995,172500000
1989-03-08,293.869995,295.619995,293.510010,294.079987,294.079987,167620000
1989-03-09,294.079987,294.690002,293.850006,293.929993,293.929993,143160000
1989-03-10,293.929993,293.929993,291.600006,292.880005,292.880005,146830000
1989-03-13,292.880005,296.179993,292.880005,295.320007,295.320007,140460000
1989-03-14,295.320007,296.290009,294.630005,295.140015,295.140015,139970000
1989-03-15,295.140015,296.779999,295.140015,296.670013,296.670013,167070000
1989-03-16,296.670013,299.989990,296.660004,299.440002,299.440002,196040000
1989-03-17,299.440002,299.440002,291.079987,292.690002,292.690002,242900000
1989-03-20,292.690002,292.690002,288.559998,289.920013,289.920013,151260000
1989-03-21,289.920013,292.380005,289.920013,291.329987,291.329987,142010000
1989-03-22,291.329987,291.459991,289.899994,290.489990,290.489990,146570000
1989-03-23,290.489990,291.510010,288.559998,288.980011,288.980011,153750000
1989-03-27,288.980011,290.570007,288.070007,290.570007,290.570007,112960000
1989-03-28,290.570007,292.320007,290.570007,291.589996,291.589996,146420000
1989-03-29,291.589996,292.750000,291.420013,292.350006,292.350006,144240000
1989-03-30,292.350006,293.799988,291.500000,292.519989,292.519989,159950000
1989-03-31,292.519989,294.959991,292.519989,294.869995,294.869995,170960000
1989-04-03,294.869995,297.040009,294.619995,296.390015,296.390015,164660000
1989-04-04,296.399994,296.399994,294.720001,295.309998,295.309998,160680000
1989-04-05,295.309998,296.429993,295.279999,296.239990,296.239990,165880000
1989-04-06,296.220001,296.239990,294.519989,295.290009,295.290009,146530000
1989-04-07,295.290009,297.619995,294.350006,297.160004,297.160004,156950000
1989-04-10,297.160004,297.940002,296.850006,297.109985,297.109985,123990000
1989-04-11,297.109985,298.869995,297.109985,298.489990,298.489990,146830000
1989-04-12,298.489990,299.809998,298.489990,298.989990,298.989990,165200000
1989-04-13,298.989990,299.000000,296.269989,296.399994,296.399994,141590000
1989-04-14,296.399994,301.380005,296.399994,301.359985,301.359985,169780000
1989-04-17,301.359985,302.010010,300.709991,301.720001,301.720001,128540000
1989-04-18,301.720001,306.250000,301.720001,306.019989,306.019989,208650000
1989-04-19,306.019989,307.679993,305.359985,307.149994,307.149994,191510000
1989-04-20,307.149994,307.959991,304.529999,306.190002,306.190002,175970000
1989-04-21,306.190002,309.609985,306.190002,309.609985,309.609985,187310000
1989-04-24,309.609985,309.609985,307.829987,308.690002,308.690002,142100000
1989-04-25,308.690002,309.649994,306.739990,306.750000,306.750000,165430000
1989-04-26,306.779999,307.299988,306.070007,306.929993,306.929993,146090000
1989-04-27,306.929993,310.450012,306.929993,309.579987,309.579987,191170000
1989-04-28,309.579987,309.649994,308.480011,309.640015,309.640015,158390000
1989-05-01,309.640015,309.640015,307.399994,309.119995,309.119995,138050000
1989-05-02,309.130005,310.450012,308.119995,308.119995,308.119995,172560000
1989-05-03,308.119995,308.519989,307.109985,308.160004,308.160004,171690000
1989-05-04,308.160004,308.399994,307.320007,307.769989,307.769989,153130000
1989-05-05,307.769989,310.690002,306.980011,307.609985,307.609985,180810000
1989-05-08,307.609985,307.609985,304.739990,306.000000,306.000000,135130000
1989-05-09,306.000000,306.989990,304.059998,305.190002,305.190002,150090000
1989-05-10,305.190002,306.250000,304.850006,305.799988,305.799988,146000000
1989-05-11,305.799988,307.339996,305.799988,306.950012,306.950012,151620000
1989-05-12,306.950012,313.839996,306.950012,313.839996,313.839996,221490000
1989-05-15,313.839996,316.160004,313.839996,316.160004,316.160004,179350000
1989-05-16,316.160004,316.160004,314.989990,315.279999,315.279999,173100000
1989-05-17,315.279999,317.940002,315.109985,317.480011,317.480011,191210000
1989-05-18,317.480011,318.519989,316.540009,317.970001,317.970001,177480000
1989-05-19,317.970001,321.380005,317.970001,321.239990,321.239990,242410000
1989-05-22,321.239990,323.059998,320.450012,321.980011,321.980011,185010000
1989-05-23,321.980011,321.980011,318.200012,318.320007,318.320007,187690000
1989-05-24,318.320007,319.140015,317.579987,319.140015,319.140015,178600000
1989-05-25,319.140015,319.600006,318.420013,319.170013,319.170013,154470000
1989-05-26,319.170013,321.589996,319.140015,321.589996,321.589996,143120000
1989-05-30,321.589996,322.529999,317.829987,319.049988,319.049988,151780000
1989-05-31,319.049988,321.299988,318.679993,320.519989,320.519989,162530000
1989-06-01,320.510010,322.570007,320.010010,321.970001,321.970001,223160000
1989-06-02,321.970001,325.630005,321.970001,325.519989,325.519989,229140000
1989-06-05,325.519989,325.929993,322.019989,322.029999,322.029999,163420000
1989-06-06,322.029999,324.480011,321.269989,324.239990,324.239990,187570000
1989-06-07,324.239990,327.390015,324.239990,326.950012,326.950012,213710000
1989-06-08,326.950012,327.369995,325.920013,326.750000,326.750000,212310000
1989-06-09,326.750000,327.320007,325.160004,326.690002,326.690002,173240000
1989-06-12,326.690002,326.690002,323.730011,326.239990,326.239990,151460000
1989-06-13,326.239990,326.239990,322.959991,323.910004,323.910004,164870000
1989-06-14,323.910004,324.890015,322.799988,323.829987,323.829987,170540000
1989-06-15,323.829987,323.829987,319.209991,320.079987,320.079987,179480000
1989-06-16,319.959991,321.359985,318.690002,321.350006,321.350006,244510000
1989-06-19,321.350006,321.890015,320.399994,321.890015,321.890015,130720000
1989-06-20,321.890015,322.779999,321.029999,321.250000,321.250000,167650000
1989-06-21,321.250000,321.869995,319.250000,320.480011,320.480011,168830000
1989-06-22,320.480011,322.339996,320.200012,322.320007,322.320007,176510000
1989-06-23,322.320007,328.000000,322.320007,328.000000,328.000000,198720000
1989-06-26,328.000000,328.149994,326.309998,326.600006,326.600006,143600000
1989-06-27,326.600006,329.190002,326.589996,328.440002,328.440002,171090000
1989-06-28,328.440002,328.440002,324.299988,325.809998,325.809998,158470000
1989-06-29,325.809998,325.809998,319.540009,319.679993,319.679993,167100000
1989-06-30,319.670013,319.970001,314.380005,317.980011,317.980011,170490000
1989-07-03,317.980011,319.269989,317.269989,319.230011,319.230011,68870000
1989-07-05,319.230011,321.220001,317.260010,320.640015,320.640015,127710000
1989-07-06,320.640015,321.549988,320.450012,321.549988,321.549988,140450000
1989-07-07,321.549988,325.869995,321.079987,324.910004,324.910004,166430000
1989-07-10,324.929993,327.070007,324.910004,327.070007,327.070007,131870000
1989-07-11,327.070007,330.420013,327.070007,328.779999,328.779999,171590000
1989-07-12,328.779999,330.390015,327.920013,329.809998,329.809998,160550000
1989-07-13,329.809998,330.369995,329.079987,329.950012,329.950012,153820000
